x1,x2,y
0.5130945878124392,1.4063333981929693,1
-0.4411903847093262,-0.38569575872480394,0
1.999967442277459,1.761523536436664,1
0.8793645799158528,1.327419148766528,1
-0.4606543008241384,-1.058989596631462,0
0.2552805507269435,0.6261239881356782,1
-0.8076490146304378,-0.7230607185647017,0
-0.36919767846104573,0.6163377260503352,1
0.6528524983005481,0.812843293563409,1
0.22633955570206848,0.3387603888083551,0
0.48444601237530904,0.4231397879295809,1
-0.322410671946338,0.7026710239172013,1
0.002718378181947437,-0.26735453613079835,0
-1.6594416698791754,-1.5625688430572813,0
-0.6260611039937511,-0.9325074660656216,0
-0.03753609721836148,0.1964517700877246,1
2.789256801056056,2.737451389796762,1
-0.455853663294421,-0.6191081684474635,0
1.5731191823076576,1.469027223135411,1
1.5039812880316024,1.7116586991040819,1
-0.7454324303622948,-1.0060721947996984,0
0.9734767450286322,0.3891385555430625,1
1.4116898414354626,0.906832763837925,1
-1.1483033876168052,-1.055936243143187,0
0.320322470519047,0.800260660781317,1
0.6426956002591808,0.7293731560352565,1
-0.8031372884550005,-0.6941552361690065,0
-0.12285806326262144,-0.04723643047116953,0
1.5402860286711177,1.4424998380681797,1
-0.819796790921858,-0.44598170122086545,0
-0.2498515915941159,-0.642732213984355,0
0.6715627896513144,0.8255123721070573,1
-2.0057972761981957,-2.189019523417547,0
1.0589800019001778,1.2581074891303914,1
-0.26244414838718816,0.08420814523255284,0
-1.114025151494364,-1.227732013214984,0
-1.0609392627347631,-0.21984036550190855,1
0.238502408548744,0.9711302169094,1
-0.9563671616007638,-1.6273309452156597,0
-0.36784078588560964,-0.2778868450969973,0
0.11104027599959397,0.3595083040237652,0
1.282930331357582,1.5146707629941054,1
0.23944740640747128,0.31635272744518217,1
-0.9980432445122828,-0.9114304145382967,0
1.178612782751265,1.0211267093904544,1
-0.3298150016801971,-0.6300940993644623,0
1.1617630887460997,1.0920438745130716,1
1.809270489323964,1.1799522129080973,1
0.4054903423530448,1.1896985452845308,1
0.5747490973844268,0.928037382115692,1
1.0422350890431336,1.2693925966034858,1
-0.41161137006185233,0.26721358544079127,1
0.06496927182829147,-0.946135621663927,0
0.5702053364569408,0.8981710014415041,1
0.9079541269825798,0.5320940548829435,1
0.8009776210848012,1.088977376404127,1
-1.0421445759871715,-1.242054713105687,0
0.8207662726144948,1.1660720797652822,1
0.0045070619465400604,-0.2565325964409729,0
-1.2395273578859243,-1.36754011655629,0
0.8286513708710779,0.45183834624098185,1
-0.8432134971877335,-0.8724869170471943,0
-1.905259258375962,-1.9633519535076922,0
-0.4248186849116903,0.1802982163275719,1
0.41442541480751427,0.26811059743244203,1
-1.6151601640696998,-1.6891264203153777,0
-0.9864821526022391,-0.9945297209553989,0
-1.1289918480311822,-1.1240446413965384,0
0.3448906685368945,1.0059257523713758,1
-0.9353514585696292,-1.2104542529081035,0
0.6680334833591178,0.29090150479038696,1
-1.899971718120048,-1.5374441963980152,0
-0.619302705625619,-0.4686377569330222,0
-0.9361533657871637,-0.360828809001343,1
-1.177375701962417,-1.0727100670722505,0
-0.4531629497234495,-0.6988378053575122,0
0.43468905720540574,0.6441820212337008,1
0.3583740876068094,0.11235888939322519,1
1.6415464042567351,0.9542294436996195,1
-0.8673472468158488,-0.9144161550916402,0
1.17604493022301,1.266167402538042,1
-0.5927223795607865,-0.24527672834235092,0
-1.439123431708477,-0.7345662658483009,1
-0.6429196206335305,-0.5432879662590291,0
-0.7500163407836377,-0.732954529530954,0
0.9133347265145558,1.293437110956574,1
-1.3704014817123893,-1.3516536714674545,0
1.1484655435888809,1.1050553930345377,1
1.8804319394312499,1.9134069245060836,1
-0.17456717078197667,-0.12060637245515239,0
1.9838089847776492,1.7317090481676816,1
1.0754472412012441,1.6889170115677348,1
-0.5498246610483041,-0.8157578496522072,1
0.3362609269062521,0.1538465742133231,1
2.209967479141104,1.9526856862283462,1
0.8142850845489564,1.0376485121155319,1
0.6734641116536813,-0.17589584972628874,0
-2.289314489892261,-1.6583889769706752,0
0.3005831867049787,0.3319639026593093,1
1.807574888258355,1.9503314332105914,1
0.01805453230272682,-0.2997696228897007,0
-0.9366428554451609,-1.2718945706484879,0
-0.7226754958075382,-1.021995734850068,0
-0.657632691149427,-0.7641724298112387,0
-0.5803242148170182,-0.5807178271557758,0
-1.1462711054452046,-1.5802555460788195,0
-1.073665577435186,-0.8561913421316641,0
0.6916129529195921,0.27572214673756307,1
-1.4619507209185398,-0.9791734858930496,0
-0.12007578167506462,-0.7649018050095101,0
1.843646919547862,1.7888513119576568,1
1.8176615930023357,1.9190220289066564,1
-0.2970087011244669,-0.6468892977253332,0
0.9279886073021333,1.8099268852998807,1
-0.28432785552413586,-0.19227682881303265,0
1.1305197348285883,1.20477351041282,1
0.6580824233691277,0.6542350395960219,1
0.8133304858940373,0.6796730303111949,1
0.4908254460549816,0.7924969893893008,1
-1.2076787920543475,-1.2700488226608133,0
-0.13512888017250346,-0.8888532795652353,0
-0.5211111078181451,-0.702135037557587,0
-1.2171432590212452,-0.8775926432281776,0
-0.46765329686249074,-0.7331431353467277,0
1.1163644031654043,1.5426793113614978,1
2.1974202144749237,1.6810542019809136,1
0.11745228576111086,0.42766286281689303,1
-1.0307233918032388,-1.5756249223105965,0
1.118462987826507,1.2453996939875458,1
1.7548785747716724,1.0170790394136968,1
0.6600184945801502,0.08996140692491804,1
-0.1792684300513142,0.26908646155544236,1
1.0888071251687528,1.0994134910715898,1
-0.2380244386931873,-1.2523272731407307,0
1.1223213601719315,0.867249857734957,1
0.006691905428171328,0.44785848254826366,1
-0.3977836183975162,0.14967233541699315,1
-1.3130343301292275,-1.7611735612725632,0
-2.277726776528101,-1.9692723626954591,0
-0.11586515458189607,-1.0931437276198346,0
0.962158335429025,0.6951041351370172,1
-1.1668215433265943,-1.3274251511361934,0
-0.6209908894320385,-0.23721829311979978,0
-0.051683493715488,-0.017553622298932356,0
0.6827728396005591,-0.06377216368747798,1
1.1744630110165515,1.5102731093058666,1
-1.1154797072516507,0.428517836970674,1
0.5702629646570082,1.2405130073953168,1
-0.6790516562485924,-0.8488150643845941,0
-0.8392712317370753,-1.2803446843816568,0
-0.33838919975098275,-1.0381937183636445,0
0.09118722444232,0.08432673684223954,1
-0.026637574757553694,0.0700690895700816,0
0.3114519568475302,-0.32564664705377555,0
-0.5569574774551403,-0.4050086025720796,0
0.14984953878664403,0.6696321898240141,1
-1.4927764441055769,-0.1519291708624744,1
-2.022795289361648,-1.6303240080867571,0
0.1668815360099107,-0.048914588443474266,1
-1.2814260236367516,-1.3306705844870812,0
0.21466404020695543,0.4062367225973353,1
0.046409306199605635,0.10586693744163084,1
2.103003207817165,2.090821416477855,1
1.2111256331106086,1.0288802205988075,1
0.06883703936868783,-0.1696852862130443,0
-0.03109684659652632,-0.2812149383092066,0
0.07284289545478301,-0.49071557407707184,0
-2.067213194663764,-1.247159304140306,1
0.9453169227286766,0.5307205433753134,1
-0.22712917462132756,0.1660299504472584,1
-0.33282154474993336,0.6058175388256641,1
0.5506021554451469,1.2062485707420085,1
0.9273048192865256,0.8427406288057511,1
1.0257706787107461,1.4400882757517195,1
1.2003203521041568,0.8545024478551334,1
0.08931215172984128,0.7497096461829719,1
-0.769336968463677,-0.841954969498228,0
1.4296740768034426,1.096964434621247,1
-1.0921280074068243,-0.8514301235165179,0
1.0055423554793264,0.8834215800740006,1
-1.4654988488312441,-1.188370017821151,0
-0.8799248363606448,-1.0960141291944185,0
-0.2853101270621915,0.424551261351188,1
1.7189698298887253,1.6584860078447359,1
-0.8140861858171551,-0.6566801222258699,0
0.8467528900233738,1.0103029328841235,1
-1.663820869152029,-1.8657070973863332,0
-0.36302023626815705,-0.14923377517703404,1
0.0062594896277111825,0.20127711511682805,1
-0.10011200214957845,-0.3907389146402784,0
0.6976252088465486,0.7023521507005704,1
0.2191758600740899,0.44472518544175144,1
-0.15672853230803294,-0.4912913552404128,0
0.7670612379037468,1.1235638796528473,1
0.8823712557154885,0.6181516338062104,1
1.433364236120676,1.3438531522863064,1
-0.12252452603350415,0.21345416072681098,1
0.722487580568876,0.9156619665600874,1
1.3018611183049027,1.4520312192538887,1
0.5041389266079924,0.2832699688010739,1
-0.6474883295773605,-0.19487506657273984,1
-0.2928520977036547,-0.015408495050452043,1
0.22904236591188606,0.0669267923745422,1
-0.6853162343203791,-0.5479631258108302,0
-2.6990353849034685,-2.3673613095932007,0
0.19925642274581123,0.2143056047001403,1
0.6908086513587426,1.0924900431676894,1
0.8799393602468668,1.1323203768741106,1
-0.5074329869958217,-0.6641437812946873,0
-0.5866948258620766,-0.8622040720871283,0
-0.604858251801844,-0.8466115425875882,0
-0.26200889320785986,-0.17466248825365727,1
0.53217838110534,-0.3750773875767244,0
1.8083526074032956,1.048401485426682,1
0.4223418477309819,-0.43834224415527656,0
-0.6578917304682806,-0.23962713607464128,0
-0.8283680845500986,-0.9873047607134623,0
-1.0794167172107125,-0.8662422586020915,0
1.0208852137613924,0.8602915789251842,1
0.5034857367384483,0.4651734594395032,1
0.15217273887632554,0.4275664938802545,1
-0.4150377950652972,-0.011075504164013815,1
-0.02294114069929892,-0.13844467364988028,0
-0.4058392173211756,-0.5861831452513931,0
-0.5873220423117277,-1.0263852304534502,0
0.9635238138072877,1.2314644251641984,1
1.23337791296551,0.6688395832310339,1
0.10036675674688476,0.15348790226621056,1
-0.9875412253047293,-0.53111685833772,0
-1.1441260887415892,-0.6813941671104087,0
-0.4880287368754436,0.2526157716020788,1
-0.740489363238343,-1.1796116962575185,0
1.462783063995166,1.5658974797026208,1
-1.085455545143389,-0.7912675970021887,0
0.9953053744616545,1.2593533216203556,1
-0.8819888019404402,-0.751073854295559,0
2.1389783254583787,2.291467913725961,1
-0.9563590390513175,-0.7384478707727972,0
1.425475223633281,1.6072236213447084,1
0.1610956834613887,0.251435805668025,1
-1.0147848052886799,-0.7025593047481565,0
0.3797301387327819,0.5801813122618291,1
-0.23318466926552553,0.4526338842558913,1
-1.352303637356574,-0.8078484554049933,0
